DOI,Year,Species,Organism Group,Environment,Life Stage,In vitro/in vivo,Sex,Estimated Body Length (cm),Estimated Maximum Ingestible Size (mm),Experiment Type,Exposure Route,Particle Mix?,Negative Control,Reference Particle,Exposure Media,Solvent,Detergent,Temperature (Avg),Exposure Duration (days),Acute/Chronic,Number of Doses,Replicates,Sample Size,Dosing Frequency,Chemicals Added,Plotted Dose Values,Dose Metric,Alignment,Effect,Broad Endpoint Category,Specific Endpoint Category,Endpoint,Level of Biological Organization,Target Cell or Tissue,Effect Metric,Polymer,Shape,Density (g/cm^3),"Density, reported or estimated",Charge,Zeta Potential (mV),Zeta Potential Media,Functional Group,Particle Length (μm),Particle Width (μm),Size Category,Particle Surface Area (μm^2),Particle Volume (μm^3),Particle Mass (mg),Weathered or Biofouled?,Size Validated?,Polymer Validated?,Shape Validated,Particle Source,Sodium Azide Present?,Screened for Chemical Contamination?,Particle Cleaning?,Solvent Rinse,Background Contamination Monitored?,Concentration Validated?,Particle Behavior,Uptake Validated?,Organisms Fed?,zeta_missing,zeta_imputed_by_group,zeta_imputed_by_global,charge_missing,in_vitro_flag,particle_mass_missing,particle_mass_imputed_by_group,particle_mass_imputed_by_global,particle_volume_missing,particle_length_missing,sample_size_missing,estimated_max_ingestible_missing,estimated_body_length_missing
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3.0,10.0,2.0,Not Reported,59.93937824,µg/mL,Unaligned,Yes,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,2.996968912,µg/mL,Unaligned,No,Fitness,Growth,Body Mass,Organism,Not Reported,NOEC,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,5.993937824,µg/mL,Unaligned,Yes,Fitness,Growth,Body Mass,Organism,Not Reported,LOEC,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,11.98787565,µg/mL,Unaligned,No,Fitness,Growth,Body Mass,Organism,Not Reported,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,2.996968912,µg/mL,Unaligned,Yes,Fitness,Reproduction,Fecundity,Organism,Not Reported,LOEC,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,5.993937824,µg/mL,Unaligned,Yes,Fitness,Reproduction,Fecundity,Organism,Not Reported,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6.0,10.0,2.0,Not Reported,11.98787565,µg/mL,Unaligned,No,Fitness,Reproduction,Fecundity,Organism,Not Reported,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-12.4,not_reported,not_reported,18.5,14.245,1µm < 100µm,616.910680329463,1316.9523468830932,1.4881561519778952e-06,No,yes,no,yes,commercial,unknown,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,0.293788,µg/mL,Unaligned,No,Fitness,Growth,Body Mass,Organism,Not Reported,NOEC,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,0.587576001,µg/mL,Unaligned,Yes,Fitness,Growth,Body Mass,Organism,Not Reported,LOEC,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,1.175152002,µg/mL,Unaligned,Yes,Fitness,Growth,Body Mass,Organism,Not Reported,not_reported,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,0.293788,µg/mL,Unaligned,No,Fitness,Mortality,Mortality,Organism,Not Reported,NOEC,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,0.587576001,µg/mL,Unaligned,Yes,Fitness,Mortality,Mortality,Organism,Not Reported,LOEC,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1002/etc.3093,2015,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,unknown,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3.0,10.0,2.0,Not Reported,1.175152002,µg/mL,Unaligned,Yes,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,Polypropylene,Fiber,0.875,estimated,unknown,-12.4,not_reported,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,yes,yes,lab,no,no,unknown,unknown,no,yes,Not Evaluated,yes,yes,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Immune,Immune Cells,Phagocytosis,Cell,haemocytes,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,Yes,Immune,Immune Cells,Granulocyte to Hyalinocyte Ratio,Cell,haemocytes,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Oxidative Stress,Lysosomal Membrane Stability,Subcell,haemocytes,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Oxidative Stress,DNA Damage,Subcell,haemolymph,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,Yes,"Behavioral, Sensory, Neurological",Nervous System,AcHE Activity,Subcell,gills,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,"Behavioral, Sensory, Neurological",Nervous System,AcHE Activity,Subcell,haemolymph,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Oxidative Stress,Alternative Oxidase Activity,Subcell,intestine,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Oxidative Stress,Glutathione Concentration,Subcell,intestine,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Oxidative Stress,Glutathione Reductase Activity,Subcell,intestine,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
10.1016/j.envpol.2014.12.021,2015,Mytilus galloprovincialis,Mollusca,Marine,adult,In Vivo,unknown,15.0,8.178748338570287,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,7.0,Acute,1,3.0,10.0,0.0,Not Reported,1500.0,µg/mL,Unaligned,No,Metabolism,Detoxification,Glutathione S-Transferase Activity,Subcell,intestine,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-12.4,not_reported,not_reported,100.0,77.0,100µm < 1mm,18025.147708676785,207995.94841499504,0.0001944762117680204,No,no,no,no,commercial,unknown,no,unknown,unknown,no,no,Not Evaluated,yes,no,1,0,1,1,False,0,0,0,0,0,0,0,0
